"age","workclass","education","maritial.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
34,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States","large"
40,"Private","Some-college","Divorced","Prof-specialty","Unmarried","Black","Female",0,0,38,"United-States","small"
34,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
48,"Private","Masters","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","small"
44,"Self-emp-not-inc","Some-college","Divorced","Machine-op-inspct","Not-in-family","White","Male",0,2205,35,"United-States","small"
37,"Private","HS-grad","Divorced","Machine-op-inspct","Other-relative","White","Female",0,0,32,"United-States","small"
24,"Private","Bachelors","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,50,"United-States","small"
44,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","large"
28,"State-gov","Some-college","Separated","Exec-managerial","Own-child","White","Male",0,2339,40,"United-States","small"
23,"Private","Some-college","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
51,"Local-gov","Bachelors","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","large"
32,"Local-gov","HS-grad","Never-married","Transport-moving","Unmarried","Black","Female",0,0,37,"United-States","small"
24,"Private","HS-grad","Never-married","Machine-op-inspct","Other-relative","Black","Male",0,0,45,"United-States","small"
19,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",0,0,25,"United-States","small"
50,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
24,"Local-gov","Some-college","Separated","Protective-serv","Not-in-family","White","Male",0,0,60,"United-States","small"
35,"Private","HS-grad","Divorced","Handlers-cleaners","Other-relative","White","Male",0,0,40,"United-States","small"
22,"Private","9th","Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","small"
50,"Private","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","large"
31,"Private","Bachelors","Never-married","Exec-managerial","Unmarried","White","Female",0,0,50,"United-States","small"
21,"Private","9th","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,48,"Mexico","small"
49,"Private","Assoc-voc","Married-spouse-absent","Handlers-cleaners","Unmarried","White","Male",0,1380,42,"United-States","small"
42,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,99,"United-States","large"
38,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Cuba","large"
45,"Private","HS-grad","Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","small"
66,"Federal-gov","Assoc-voc","Widowed","Other-service","Unmarried","Black","Female",3273,0,40,"United-States","small"
35,"Private","Bachelors","Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","small"
22,"Private","Assoc-acdm","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States","small"
30,"Private","HS-grad","Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,20,"United-States","small"
39,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
20,"Private","Some-college","Never-married","Adm-clerical","Own-child","Other","Female",0,0,20,"United-States","small"
33,"Private","Bachelors","Separated","Exec-managerial","Not-in-family","Black","Female",0,0,45,"United-States","small"
24,"State-gov","Some-college","Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","small"
51,"Private","Bachelors","Never-married","Sales","Not-in-family","White","Male",0,0,55,"United-States","large"
51,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,30,"United-States","small"
41,"Local-gov","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2415,45,"United-States","large"
45,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,55,"United-States","large"
40,"Private","Some-college","Separated","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
45,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,28,"United-States","small"
42,"Private","HS-grad","Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","small"
43,"Self-emp-not-inc","7th-8th","Married-civ-spouse","Farming-fishing","Husband","White","Male",4508,0,40,"Cuba","small"
32,"Private","12th","Married-civ-spouse","Craft-repair","Other-relative","White","Male",0,0,40,"Mexico","small"
60,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,42,"United-States","large"
32,"Private","10th","Married-civ-spouse","Handlers-cleaners","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States","small"
61,"Private","10th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","large"
38,"Private","Some-college","Divorced","Tech-support","Unmarried","White","Female",0,0,50,"United-States","small"
51,"Private","Assoc-voc","Widowed","Prof-specialty","Unmarried","Asian-Pac-Islander","Female",0,0,40,"United-States","small"
39,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","large"
51,"Self-emp-not-inc","HS-grad","Divorced","Sales","Not-in-family","White","Male",0,0,40,"United-States","small"
51,"Private","7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male",2961,0,40,"United-States","small"
37,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
36,"Private","HS-grad","Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","small"
62,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,"United-States","small"
31,"Private","12th","Divorced","Other-service","Unmarried","White","Female",0,0,21,"United-States","small"
47,"Federal-gov","HS-grad","Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,0,40,"United-States","small"
34,"State-gov","Masters","Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,0,40,"United-States","large"
61,"Private","Some-college","Divorced","Sales","Not-in-family","White","Female",0,0,40,"United-States","small"
23,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States","large"
30,"State-gov","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","small"
41,"State-gov","Assoc-voc","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States","large"
27,"Private","Some-college","Divorced","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States","small"
20,"Private","Some-college","Separated","Sales","Unmarried","Black","Female",0,0,40,"United-States","small"
35,"Private","HS-grad","Never-married","Sales","Not-in-family","White","Male",4787,0,40,"United-States","large"
27,"Private","Bachelors","Never-married","Tech-support","Unmarried","Asian-Pac-Islander","Female",0,0,20,"Philippines","small"
21,"Private","Some-college","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","small"
46,"Private","11th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States","large"
22,"Private","HS-grad","Married-spouse-absent","Sales","Not-in-family","White","Male",0,1719,40,"United-States","small"
19,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,15,"United-States","small"
41,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","large"
18,"Private","11th","Never-married","Transport-moving","Own-child","White","Male",0,0,16,"United-States","small"
65,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",9386,0,40,"United-States","large"
27,"Private","Some-college","Never-married","Sales","Not-in-family","White","Male",0,0,20,"United-States","small"
69,"Private","5th-6th","Married-civ-spouse","Adm-clerical","Husband","White","Male",1797,0,40,"United-States","small"
23,"Private","10th","Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States","small"
55,"Self-emp-not-inc","7th-8th","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","small"
41,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","Other","Female",0,625,40,"United-States","small"
27,"Private","HS-grad","Divorced","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","small"
18,"Private","12th","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States","small"
20,"Private","9th","Never-married","Sales","Own-child","White","Female",0,0,32,"United-States","small"
19,"Private","11th","Never-married","Farming-fishing","Own-child","White","Male",0,0,24,"United-States","small"
32,"Private","Bachelors","Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","small"
45,"Private","HS-grad","Separated","Craft-repair","Unmarried","Black","Female",0,0,40,"United-States","small"
20,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","small"
64,"Local-gov","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","large"
31,"Private","Some-college","Never-married","Craft-repair","Unmarried","White","Male",0,0,42,"Mexico","small"
20,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","small"
40,"Private","Assoc-voc","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","small"
21,"Private","Some-college","Never-married","Prof-specialty","Own-child","White","Female",0,0,8,"United-States","small"
25,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States","large"
36,"Self-emp-not-inc","5th-6th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"Mexico","large"
23,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,25,"United-States","small"
39,"Private","Assoc-acdm","Divorced","Exec-managerial","Unmarried","Black","Female",0,0,35,"Jamaica","small"
25,"State-gov","Some-college","Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,40,"United-States","small"
40,"Private","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","large"
42,"Private","Some-college","Separated","Other-service","Unmarried","Black","Female",0,0,21,"Haiti","small"
44,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
35,"State-gov","Some-college","Divorced","Adm-clerical","Unmarried","White","Female",0,0,15,"United-States","small"
62,"Self-emp-not-inc","Some-college","Widowed","Farming-fishing","Unmarried","White","Female",0,0,50,"United-States","small"
49,"Private","Some-college","Divorced","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","large"
29,"Private","12th","Married-spouse-absent","Other-service","Not-in-family","Black","Female",0,0,40,"United-States","small"
56,"Self-emp-not-inc","Masters","Divorced","Sales","Not-in-family","White","Male",0,1876,60,"United-States","small"
18,"Private","11th","Never-married","Sales","Own-child","White","Female",0,0,10,"United-States","small"
38,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","large"
44,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,55,"United-States","small"
48,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,44,"United-States","large"
19,"Private","Some-college","Never-married","Sales","Own-child","White","Female",0,0,25,"United-States","small"
55,"Private","HS-grad","Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","small"
47,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
57,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
40,"Private","HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Male",0,1980,48,"United-States","small"
29,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","small"
90,"Private","10th","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","small"
24,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","small"
35,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","small"
29,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
43,"Private","Bachelors","Divorced","Machine-op-inspct","Other-relative","White","Male",0,0,40,"United-States","small"
27,"Private","Masters","Never-married","Adm-clerical","Own-child","White","Male",0,0,45,"United-States","small"
21,"Federal-gov","Some-college","Never-married","Tech-support","Own-child","Black","Male",0,0,20,"United-States","small"
17,"Private","10th","Never-married","Sales","Own-child","White","Male",0,0,20,"United-States","small"
54,"Private","Some-college","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
27,"Private","11th","Separated","Craft-repair","Not-in-family","White","Male",0,0,45,"Germany","small"
17,"Private","10th","Never-married","Sales","Other-relative","Black","Female",0,0,12,"United-States","small"
37,"Private","9th","Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,30,"El-Salvador","small"
59,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"Italy","large"
43,"Private","HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","small"
17,"Private","10th","Never-married","Sales","Own-child","White","Male",0,0,15,"United-States","small"
56,"Federal-gov","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"Puerto-Rico","large"
62,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,32,"United-States","small"
43,"Private","HS-grad","Divorced","Transport-moving","Not-in-family","White","Male",0,0,45,"United-States","small"
35,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,44,"United-States","small"
20,"Private","Some-college","Never-married","Prof-specialty","Own-child","White","Male",0,0,20,"United-States","small"
24,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,30,"United-States","small"
61,"Private","7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
17,"Private","12th","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States","small"
48,"State-gov","Some-college","Married-civ-spouse","Protective-serv","Husband","White","Male",0,1902,40,"United-States","large"
40,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","small"
63,"Private","HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","small"
42,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
50,"Local-gov","Some-college","Separated","Other-service","Unmarried","Black","Female",0,0,28,"United-States","small"
56,"Private","10th","Divorced","Other-service","Unmarried","Black","Female",0,0,45,"United-States","small"
41,"Local-gov","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,70,"United-States","small"
19,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States","small"
57,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","small"
27,"Self-emp-not-inc","Assoc-acdm","Married-civ-spouse","Transport-moving","Husband","White","Male",7688,0,70,"United-States","large"
46,"Private","Assoc-voc","Divorced","Protective-serv","Not-in-family","Black","Male",0,0,40,"United-States","small"
20,"Private","Some-college","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,70,"United-States","small"
60,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States","small"
36,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States","large"
51,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United-States","small"
39,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","small"
54,"Local-gov","Some-college","Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,30,"United-States","small"
19,"Private","Some-college","Never-married","Sales","Own-child","White","Female",0,0,25,"United-States","small"
28,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",7298,0,42,"United-States","large"
18,"Private","11th","Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","small"
34,"Private","11th","Never-married","Other-service","Own-child","Asian-Pac-Islander","Male",0,0,40,"Philippines","small"
61,"Private","10th","Divorced","Other-service","Not-in-family","White","Male",0,0,24,"United-States","small"
43,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","small"
20,"State-gov","HS-grad","Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","small"
24,"Private","Some-college","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","small"
50,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
23,"Local-gov","HS-grad","Never-married","Farming-fishing","Not-in-family","White","Male",0,0,40,"Poland","small"
40,"Private","Some-college","Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","small"
69,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","large"
35,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
29,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",4650,0,40,"United-States","small"
30,"Local-gov","Some-college","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","small"
23,"Self-emp-inc","Some-college","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","small"
37,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",15024,0,60,"United-States","large"
39,"Private","Some-college","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
34,"Private","Bachelors","Separated","Sales","Not-in-family","White","Male",0,2824,50,"United-States","large"
31,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","small"
28,"Private","HS-grad","Separated","Protective-serv","Other-relative","White","Male",0,0,40,"United-States","small"
39,"Private","Bachelors","Divorced","Tech-support","Unmarried","White","Female",0,0,40,"United-States","small"
34,"Private","Some-college","Divorced","Prof-specialty","Not-in-family","Black","Male",0,0,40,"Germany","large"
52,"Private","9th","Widowed","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","small"
39,"Private","5th-6th","Married-spouse-absent","Other-service","Unmarried","Asian-Pac-Islander","Female",0,0,40,"Philippines","small"
20,"Local-gov","HS-grad","Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,30,"Puerto-Rico","small"
21,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","small"
32,"Private","Some-college","Divorced","Farming-fishing","Not-in-family","White","Female",0,1590,54,"United-States","small"
40,"Self-emp-not-inc","Assoc-acdm","Divorced","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","small"
48,"Private","Some-college","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","small"
17,"Private","11th","Never-married","Other-service","Own-child","White","Male",0,0,5,"United-States","small"
22,"Federal-gov","Some-college","Never-married","Adm-clerical","Own-child","Black","Male",0,0,20,"United-States","small"
58,"Local-gov","Masters","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,35,"United-States","small"
37,"Private","HS-grad","Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","small"
23,"Local-gov","Some-college","Married-spouse-absent","Adm-clerical","Own-child","White","Female",0,0,40,"Guatemala","small"
50,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,50,"United-States","large"
41,"Private","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",2829,0,40,"United-States","small"
33,"Private","Some-college","Divorced","Adm-clerical","Not-in-family","Asian-Pac-Islander","Female",0,0,52,"United-States","small"
29,"Private","Some-college","Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,50,"United-States","small"
33,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","small"
43,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","large"
58,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","small"
26,"Federal-gov","HS-grad","Never-married","Adm-clerical","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"United-States","small"
54,"Self-emp-not-inc","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",2829,0,30,"United-States","small"
33,"Private","9th","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,50,"United-States","small"
17,"Private","10th","Never-married","Other-service","Own-child","White","Male",0,0,15,"United-States","small"
37,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","large"
36,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","large"
53,"Private","HS-grad","Widowed","Other-service","Unmarried","Black","Female",0,0,20,"United-States","small"
32,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",0,1876,50,"United-States","small"
21,"Private","HS-grad","Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,38,"Jamaica","small"
55,"Private","HS-grad","Widowed","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","small"
34,"Private","HS-grad","Never-married","Transport-moving","Not-in-family","White","Male",0,0,70,"United-States","small"
31,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"Columbia","small"
27,"Private","HS-grad","Separated","Handlers-cleaners","Unmarried","White","Male",0,0,40,"United-States","small"
21,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,20,"United-States","small"
44,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,1902,40,"United-States","large"
36,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",7688,0,40,"United-States","large"
38,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",7298,0,40,"United-States","large"
26,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","small"
37,"Private","Bachelors","Never-married","Adm-clerical","Other-relative","Black","Female",0,0,40,"United-States","small"
33,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","large"
31,"Private","Prof-school","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,99,"United-States","small"
38,"Private","Assoc-voc","Separated","Tech-support","Unmarried","White","Female",0,0,20,"United-States","small"
50,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"United-States","small"
44,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States","large"
28,"Private","Bachelors","Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","small"
28,"Private","Assoc-voc","Never-married","Tech-support","Not-in-family","Black","Female",0,0,40,"United-States","small"
56,"Self-emp-inc","Assoc-voc","Married-civ-spouse","Sales","Husband","White","Male",0,0,54,"United-States","large"
22,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,50,"Portugal","small"
37,"Private","Masters","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","large"
31,"Self-emp-not-inc","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,60,"United-States","small"
28,"Private","11th","Never-married","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States","small"
55,"Self-emp-not-inc","Masters","Married-civ-spouse","Sales","Husband","White","Male",2228,0,50,"United-States","small"
39,"Private","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"United-States","small"
33,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","small"
48,"Private","Assoc-acdm","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","small"
25,"Private","10th","Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","small"
45,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","Wife","White","Female",0,0,50,"United-States","small"
22,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","small"
55,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
35,"Private","12th","Never-married","Farming-fishing","Not-in-family","White","Male",0,0,20,"United-States","small"
23,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Female",0,0,25,"United-States","small"
40,"Private","HS-grad","Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","large"
44,"Federal-gov","Bachelors","Divorced","Tech-support","Not-in-family","White","Male",0,2258,40,"United-States","large"
29,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","large"
46,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",3103,0,40,"United-States","large"
56,"Private","Assoc-acdm","Married-spouse-absent","Other-service","Not-in-family","White","Male",0,0,25,"Iran","small"
55,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
59,"Local-gov","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
28,"Private","Masters","Divorced","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","small"
37,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","small"
34,"Private","7th-8th","Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",0,0,45,"Mexico","small"
49,"Private","Bachelors","Never-married","Priv-house-serv","Not-in-family","White","Male",0,0,25,"United-States","small"
49,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",7298,0,40,"United-States","large"
58,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","small"
33,"Private","Assoc-voc","Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","small"
32,"Private","Bachelors","Married-civ-spouse","Tech-support","Wife","White","Female",0,0,40,"United-States","large"
35,"Private","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,50,"United-States","large"
61,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","small"
18,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",0,0,20,"Mexico","small"
20,"Federal-gov","HS-grad","Never-married","Adm-clerical","Other-relative","White","Male",0,0,20,"United-States","small"
29,"Private","Some-college","Never-married","Sales","Not-in-family","White","Male",0,0,60,"United-States","small"
50,"Private","Some-college","Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","small"
26,"Private","Bachelors","Never-married","Other-service","Not-in-family","White","Female",0,0,25,"United-States","small"
64,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,20,"United-States","small"
30,"Private","9th","Married-civ-spouse","Handlers-cleaners","Other-relative","White","Male",0,0,40,"Mexico","small"
38,"Self-emp-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","large"
30,"Private","9th","Married-civ-spouse","Other-service","Husband","White","Male",0,0,37,"United-States","small"
17,"Private","11th","Never-married","Craft-repair","Own-child","White","Male",0,0,30,"United-States","small"
38,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","large"
19,"Private","7th-8th","Never-married","Transport-moving","Unmarried","White","Male",0,0,25,"Guatemala","small"
31,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",0,0,65,"United-States","small"
45,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
47,"State-gov","Some-college","Divorced","Prof-specialty","Unmarried","White","Male",0,0,20,"United-States","small"
23,"Private","9th","Separated","Other-service","Not-in-family","White","Male",0,0,40,"United-States","small"
25,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,1579,40,"United-States","small"
